,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,SCR (£m),SCR (£m),SCR (£m),SCR (£m),SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,GWP (£m),GWP (£m),GWP (£m),GWP (£m),GWP (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity]
,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE
Firm 106,176.022272,108.6217767,124.9472169,106.6002177,0,154.5925619,161.8325009,156.0640295,197.8513072,0,216.9170844,196.4743073,212.2128783,243.8610179,0,1.3520562,1.169848441,1.310263068,1.187662485,0,182.3909517,119.6923558,138.4033586,123.6982338,0,2510.985216,2576.758906,2500.009901,2793.673883,0,2341.165772,2433.082652,2345.911591,2613.774933,0,169.8194431,143.676254,154.0983095,179.8989504,0
Firm 107,2956.122081,3067.818328,2879.730843,2878.374479,2841.961666,1327.753871,1311.892459,1186.720432,1237.623591,1252.280461,1957.469661,1889.907699,1978.756048,1773.196743,2146.142808,1.420584407,1.388135748,1.606694902,1.380568392,1.651378374,3154.857507,3268.63349,3094.958017,3086.413812,3064.592365,7609.07763,7573.237422,6939.131707,6960.8188,7146.27258,6169.534369,5904.602817,5463.489364,5129.273914,5057.614784,1439.543261,1668.634605,1475.642343,1831.544886,2088.657795
Firm 108,0,0,0,0,0,1.75351622,1.686616693,1.648690008,1.631395467,1.666357753,8.678443655,8.839268378,8.989079018,9.103444567,9.12777225,4.768937609,5.049978228,5.253706079,5.376951025,5.278203483,0,0,0,0,0,26.41865898,26.76669803,24.29191803,20.43411513,19.78514399,17.74021532,17.92742965,15.30283901,11.33067056,10.65737174,8.678443655,8.839268378,8.989079018,9.103444567,9.12777225
Firm 109,0,0,0,0,0,100.0886265,91.68731542,85.70446845,85.40204406,100.0996784,-72.66421532,-55.11579323,-49.05610709,-59.29433219,-110.7930436,-0.6995607563,-0.5792371198,-0.5515427696,-0.6690129073,-1.066520951,0,0,0,0,0,272.421523,262.7079396,248.0543815,248.7012855,268.8055492,345.0857383,317.8237328,297.1104886,307.9956177,379.5985928,-72.66421532,-55.11579323,-49.05610709,-59.29433219,-110.7930436
Firm 110,-1.586052519,-1.295719842,0,0,0,74.83983868,72.61703637,0,0,0,85.6203153,98.05952661,0,0,0,1.102385673,1.301190404,0,0,0,15.06197133,14.84733299,0,0,0,1785.729404,1754.050708,0,0,0,1700.10909,1648.610216,0,0,0,85.62031337,105.4404914,0,0,0
Firm 111,6.425964849,7.619605647,7.42899689,0,0,31.18303991,27.85330428,30.16752866,0,0,135.1487214,138.3904769,125.754606,0,0,4.176217133,4.787613274,4.016740238,0,0,91.8446045,100.433933,79.58629617,0,0,281.7733584,271.111178,271.3088023,0,0,146.624637,132.7207011,145.5541963,0,0,135.1487214,138.3904769,125.754606,0,0
Firm 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 113,0,104.4792086,103.3680659,124.2647745,141.459556,97.9740213,103.679865,106.2826541,110.8044401,109.0992328,106.4585775,122.1229348,145.5059166,126.7411903,130.172033,1.047030433,1.134990926,1.319191493,1.102174092,1.149702752,0,146.1017253,153.2477585,164.5999527,182.2993794,263.3838122,314.4765863,321.5058092,340.8382318,382.3374847,156.9252346,192.3536515,175.9998926,214.0970415,252.1654517,106.4585775,122.1229348,145.5059166,126.7411903,130.172033
Firm 114,3.084489756,196.2361187,195.9693741,189.8840662,170.6954554,45.6530637,47.22394408,40.65645123,41.22227947,42.44689538,60.9844389,67.0085708,57.66349247,60.32589733,56.38223912,1.287178227,1.367280687,1.366661798,1.410137193,1.279929263,4.023129707,197.1137194,196.9012251,190.6227612,171.1101424,2501.568087,2688.90678,2543.140776,2753.070913,2862.499579,2440.583648,2621.89821,2482.586532,2692.745015,2806.11734,60.9844389,67.0085708,60.55424447,60.32589733,56.38223967
Firm 115,138.5408416,190.7860321,238.7331073,247.6117386,209.1862513,55.74328328,51.42366541,59.88233698,61.96122745,57.35403993,82.45913124,79.53528478,100.6285026,137.020513,143.8703909,1.425396834,1.490343546,1.619242333,2.130861177,2.417113196,139.5218976,191.6207341,239.6162481,250.724391,211.7648633,159.7902166,172.0683373,251.3518179,254.1651302,245.0580945,77.02334948,92.53305247,150.7233154,116.6390135,101.1877036,82.76686712,79.53528478,100.6285026,137.5261166,143.8703909
Firm 116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 117,0.00208134144,0.000154062146,0,0,0,0.8975226535,0.2064940558,16.96582536,0,0,2.998739527,3.07124511,31.94549642,0,0,3.219459049,14.33166023,1.814363202,0,0,0.00208134144,0.000154062146,0,0,0,3.432366311,3.354051161,61.2671505,0,0,0.4336267831,0.2828060587,29.32165408,0,0,2.998739527,3.07124511,31.94549642,0,0
Firm 118,4.354161475,3.981226523,4.779142489,2.882312266,2.46671895,4.502903625,6.535946412,4.620517968,4.829233427,4.467318846,6.436144725,9.488731558,6.102667434,7.157152112,6.604515287,1.377281549,1.398908334,1.272678245,1.428077016,1.424569295,4.354161475,3.981226523,4.779142489,2.882312266,2.46671895,108.4240058,115.3107817,105.7958757,114.8440994,107.0260946,101.9878611,105.8220502,99.69320827,107.6869472,100.4215793,6.436144725,9.488731558,6.102667434,7.157152112,6.604515287
Firm 119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 120,379.639759,5966.538282,5465.226905,3529.39642,554.6577205,1113.315315,1134.195345,1157.758577,1174.045479,983.2829995,1921.120693,1815.95114,1582.6762,1478.279732,1512.588877,1.662746517,1.542786674,1.317236161,1.21328068,1.482285813,841.0715776,6432.44631,6014.198278,4127.069623,1195.995398,51047.12007,53156.47637,46380.99283,30096.75615,29092.22434,49101.06192,51213.76749,44677.86298,28491.13636,27461.70572,1946.058158,1942.708873,1703.129857,1605.619785,1630.518611
Firm 121,5.842288806,11.28321693,15.33873096,18.14371821,0,2.384282637,3.145518664,3.98850201,5.174738149,0,3.358921813,4.119172746,4.837837975,6.311001117,0,1.357474683,1.2618488,1.168775459,1.175166651,0,5.719495442,11.25519784,15.30891864,18.14371821,0,3.728680792,5.11302581,5.591218448,7.293375698,0,0.3697589791,0.9938530642,0.7533804726,0.9823745818,0,3.358921813,4.119172746,4.837837975,6.311001117,0
Firm 122,0,0,0,0,0,4.438755541,4.241195351,4.115728659,4.133834266,4.078803531,35.87395654,35.90119723,39.32752803,38.57052019,37.72213689,7.787671617,8.156620095,9.207452657,8.990669132,8.911546555,0,0,0,0,0,201.316694,179.851137,175.9323411,178.4507007,177.3572023,161.5266844,143.9499398,136.604813,139.8801805,139.6350654,39.79000953,35.90119723,39.32752803,38.57052019,37.72213689
Firm 123,0,27.02156816,14.83414416,11.5641862,5.787918667,33.03143557,44.10916242,27.56602247,23.03479457,17.11117978,38.7715171,59.97222043,53.81682289,38.60635188,39.74912175,1.131032088,1.31011946,1.88119376,1.614968298,2.238397249,0,79.19035147,41.92222836,31.90428763,16.73641502,129.2113527,152.6234062,132.419618,79.97903604,91.92823142,90.43983559,92.65118573,78.60279506,41.37268417,52.17910967,38.7715171,59.97222043,53.81682289,38.60635188,39.74912175
Firm 124,133.179004,112.6459566,95.97009403,92.20388687,0,64.8166679,54.66049086,46.77013424,35.44214864,0,92.84400902,86.35773536,79.67186016,51.7780009,0,1.380246848,1.522359766,1.641443433,1.407715252,0,135.2027485,114.521284,97.65508806,93.71812824,0,872.8494869,904.0745906,849.584478,827.7379584,0,780.0054778,817.7168553,769.9126178,775.9599575,0,92.84400902,86.35773536,79.67186016,51.7780009,0
Firm 125,0,0,6.808684544,0,0,4.388809064,0.3309583993,3.182466022,0.9829638001,3.920912499,13.27880614,13.68030805,14.31182397,15.16453255,14.8448759,2.915425335,39.83015986,4.333320293,14.86555347,3.648203039,0,0,6.808684544,0,0,14.99575512,15.04628075,23.76006572,18.07157434,21.94989417,1.71694866,1.365972702,9.448241744,2.907041797,7.105018268,13.27880614,13.68030805,14.31182397,15.16453255,14.8448759
Firm 126,0,1.192789895,1.183608809,1.818401346,2.018549065,4.356171508,5.457692464,5.081274345,5.436317766,4.42383779,12.5918806,14.67130948,14.55048343,14.49205993,13.85853833,2.7853207,2.590296021,2.759271016,2.568708761,3.018615608,0,2.252732295,2.243551209,2.878343746,3.071550673,21.06852615,25.49593498,26.28458922,28.7440306,28.89120237,8.476645557,10.8246255,11.73410578,14.25197067,15.03266404,12.5918806,14.67130948,14.55048343,14.49205993,13.85853833
Firm 127,0,0,0,0,0,0.000000963584,0.000000963584,0.000000963584,0.000000963584,0.000000963584,0,0.1824122327,0.1947538166,0.1719746908,0.1663945759,0,182412.2327,194753.8166,171974.6908,166394.5759,0,0,0,0,0,0.3836133898,0.3688792269,0.3756840571,0.3519297843,0.3439821435,0.1777552312,0.1864669942,0.1809302405,0.1799550935,0.1775875676,0.2058581586,0.1824122327,0.1947538166,0.1719746908,0.1663945759
Firm 128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 129,0,0,0,0,0,15.21029453,12.18409719,11.62267615,10.51887376,9.651779543,28.55972693,27.45442623,30.35665758,29.86451894,28.72879446,1.809280935,2.171243829,2.516734456,2.735746553,2.868134996,0,0,0,0,0,234.8689178,210.2574696,209.6019323,207.5015421,207.7709527,206.3091909,182.8030434,179.2452748,177.6370232,179.0421583,28.55972693,27.45442623,30.35665758,29.86451894,28.72879446
Firm 130,15.78225278,13.87888952,12.1563865,11.59834725,10.25245623,5.170274994,8.23394836,3.934495844,4.192969316,4.844396114,6.610678692,11.95359557,8.832722294,12.84757188,8.226036518,1.232031995,1.398878512,2.163191986,2.952493513,1.63621574,15.78225278,13.87888952,12.1563865,11.59834725,10.25245623,134.8869197,151.9204592,148.536895,171.5027969,165.8406529,128.1106297,139.9668637,139.7041727,158.655225,157.6146164,6.776289969,11.95359557,8.832722294,12.84757188,8.226036521
Firm 131,243.7159023,11566.4971,0,0,0,961.5644108,0.00000000963584,0,0,0,1744.743138,4.81792,0,0,0,1.74840765,481792000,0,0,0,275.6216007,2866.589999,0,0,0,36224.64006,4.81792,0,0,0,34456.67295,0,0,0,0,1767.967111,4.81792,0,0,0
Firm 132,580.7214828,541.8609131,808.2206467,0,0,556.5756808,534.3573725,703.3459513,0,0,788.8848632,682.0233016,943.6655292,0,0,1.365774428,1.229863711,1.292821838,0,0,941.1154105,892.0190447,1208.386715,0,0,2612.835574,2597.034382,2994.21828,0,0,1823.950711,1915.01108,2050.552751,0,0,788.8848632,682.0233016,943.6655292,0,0
Firm 133,0,1.234338577,0.6010625004,1.016946318,0.9623197778,36.13964864,42.4797683,11.52535114,8.436179847,1.062859169,74.46326042,83.97654313,33.44161633,22.40682292,16.99531012,1.985398559,1.904870402,2.795906697,2.559316711,15.40788224,0,25.33266672,8.196681044,1.108074384,0.9909208781,937.4615606,1083.034561,70.0451796,47.34394997,19.19455859,862.9983001,999.0580183,17.33188327,24.93712705,2.199247505,74.46326042,83.97654313,52.71329633,22.40682292,16.99531012
Firm 134,225.8412579,213.6501049,220.0362178,211.9280165,212.4434566,1672.71251,1532.43667,1169.601722,1198.428711,1322.108921,1981.385559,1884.577621,1539.358211,1776.608921,1837.567882,1.141398423,1.185007432,1.268210293,1.428463716,1.339262584,229.0712039,240.9364056,228.8602878,219.9775365,220.3730365,18589.73535,17934.8334,15993.43718,16100.55511,16471.1239,16687.63779,16032.39235,14053.08236,13902.33391,14345.69631,1902.097559,1902.441052,1940.354818,2198.221201,2125.427586
Firm 135,0,0,0,0,0,10.98218163,9.959073932,9.808636086,8.317043076,7.643488581,16.23427698,14.52648352,18.20010469,18.69640427,19.15316047,1.424406378,1.405500872,1.787947837,2.166101082,2.414562249,0,0,0,0,0,55.42140308,49.95108413,53.35465108,51.53645998,49.16740065,43.10317909,38.99078862,38.92768447,36.48723209,33.54411052,12.31822399,10.96029551,14.42696662,15.04922788,15.62329015
Firm 136,169.1025438,156.8600407,175.8839413,107.9698943,173.9412691,3.4106211,3.342579317,3.360401982,3.972090779,3.224325291,10.48167538,5.88775385,6.150156948,7.805654022,11.76493588,2.961330032,1.697295671,1.763536882,1.893562797,3.515930606,169.1025438,156.8600407,175.8839413,107.9698943,173.9412691,3279.141735,3436.360222,3286.438649,3448.747635,3462.466706,3268.66006,3430.472468,3280.288492,3440.941981,3450.70177,10.48167538,5.88775385,6.150156948,7.805654022,11.76493588
Firm 137,0.01927168,0,0,0,0,65.497622,59.61906582,50.71993204,48.13554868,55.79006148,75.1675324,85.11304228,88.42437654,87.24612529,86.32119354,1.10584521,1.375626481,1.67989804,1.746504874,1.490905705,0.01927168,0,0,0,0,268.6124329,262.8256253,244.4316055,227.3341565,236.4459966,193.4449005,177.712583,156.007228,140.0880321,150.1248031,75.1675324,85.11304228,88.42437654,87.24612529,86.32119354
Firm 138,11.8098917,12.52893806,12.75132597,0,13.49152107,4.73473966,5.137389507,4.999252728,0,5.465416798,16.23447915,18.59571828,14.271748,15.13540043,20.02498689,3.303937593,3.487868026,2.750816727,0,3.530518839,12.26806399,13.044746,13.61192527,0,13.70446702,20.33181061,22.34456339,17.78039925,19.88935508,24.06389365,4.097331459,3.74884511,3.508651253,4.753954653,4.03890676,16.23447915,18.59571828,14.271748,15.13540043,20.02498689
Firm 139,597.2226116,535.6542905,526.7604802,541.4241659,488.0694066,225.6974722,224.7212002,229.9522981,239.5506891,232.3506239,265.3336517,290.7143756,288.3625866,317.6529253,316.3650795,1.132805162,1.246556714,1.208344413,1.277747426,1.312001335,642.0421068,711.6428596,737.2047863,751.1681089,699.2648539,1108.82183,1204.05238,1257.517071,1369.853038,1332.456021,843.4881779,913.338004,969.154484,1052.200112,1016.090942,265.3336517,290.7143756,288.3625866,317.6529253,316.3650792
Firm 140,0.986710016,0,0,0,0,2.544825344,0,0,0,0,11.73934387,0,0,0,0,4.445037437,0,0,0,0,3.510336512,0,0,0,0,14.5501184,0,0,0,0,2.810774528,0,0,0,0,11.73934387,0,0,0,0
Firm 141,0,0,0,0,0,52.0007922,123.7635756,108.7208538,112.801596,135.1171311,-29.0019955,-54.67204935,-50.79078132,-58.9728882,-98.60628602,-0.5374121749,-0.4256592598,-0.4501545244,-0.5037635416,-0.7032079407,0,0,0,0,0,3924.262744,3937.907646,3450.142492,3595.743938,4234.238198,3968.264657,4012.084367,3500.933274,3654.716826,4332.844484,-44.00191328,-74.17672068,-50.79078132,-58.9728882,-98.60628602
Firm 142,0,0,0,0,0,11.99374173,0,0,0,0,68.66840933,0,0,0,0,5.516858879,0,0,0,0,99.50285747,94.83936519,90.16894269,85.37609337,80.68172698,3562.99762,3208.690892,2856.747821,2817.598284,2718.285013,3494.329211,3137.141873,2785.912581,2745.561273,2644.380107,68.66840933,71.54901927,70.83524078,72.03701129,73.90490522
Firm 143,0,0,0,0,0,1.2326829,1.69630184,1.595768275,1.943256137,2.369057847,6.126405301,6.690122873,6.813724787,7.823436978,8.323629212,4.788990037,3.800323271,4.114379443,3.879333533,3.385529797,3.427300711,3.476592253,3.397667728,3.451239944,3.50384158,9.821703063,10.6136421,10.57652629,11.1774991,11.37350316,3.837763657,4.065985117,3.905267401,3.496528013,3.192339839,5.983939406,6.547656978,6.671258892,7.680971084,8.181163487
Firm 144,3.186291278,1.220064056,-0.1886095155,0.2706213041,0.005192662636,16.75583866,14.14987413,17.26722741,17.94777708,20.192892,34.57336078,32.07623299,37.34123413,39.15816343,44.36553806,1.98822261,2.184340624,2.083798105,2.102331647,2.117077763,3.391038068,1.444099359,-0.2059344831,0.2706213041,0.005192662636,63.63843823,61.38215837,67.82492694,66.65486035,68.93063378,29.06507745,29.30592538,30.48369282,27.49669692,24.56509573,34.57336078,32.07623299,37.34123413,39.15816343,44.36553806
Firm 145,0,0,0,0,0,1.431138131,1.399489325,1.456087607,1.376281665,1.354048194,3.29712428,3.314494809,3.540190271,3.431045112,3.327545591,2.219950774,2.282113989,2.34276474,2.402197353,2.367987864,0,0,0,0,0,27.25485877,26.98938464,25.41824551,21.8852561,23.0494872,23.95773449,23.67488983,21.87805524,18.45421099,19.7219416,3.29712428,3.314494809,3.540190271,3.431045112,3.327545591
Firm 146,0.3432600589,0.306908993,0.2600567497,0.2089627825,0,2.434457421,2.367252718,2.37401395,2.332039591,2.159770217,25.35890399,23.4026288,25.65936202,25.64467577,24.98193357,10.03732246,9.525978573,10.41482958,10.59621773,11.14571878,0.4876746948,0.4099268925,0.3185026584,0.2089627825,0,27.09710207,25.31621961,27.23253723,26.90657619,25.90663322,1.73819808,1.913590809,1.573175205,1.261900416,0.9246996545,25.35890399,23.4026288,25.65936202,25.64467577,24.98193357
Firm 147,0,0,0,0,0,3.610393147,3.020652759,4.344324246,2.700279387,2.664562219,8.334638329,11.00556309,11.58733464,11.4423403,11.19650786,2.224445874,3.510759214,2.570105184,4.083153799,4.048986267,0,0,0,0,0,17.66239547,15.30257247,14.23189864,13.47980591,13.00505482,9.327757142,4.297010344,2.64456496,2.037465606,1.808546955,8.334638329,11.00556309,11.58733464,11.4423403,11.19650786
Firm 148,53.85284628,51.95255579,51.87833368,53.75836313,55.63842082,70.99978604,78.36770796,72.97569767,79.77068882,80.31303386,70.99978604,78.36770796,72.97569767,79.58199632,80.31303386,0.963584,0.963584,0.963584,0.9613047033,0.963584,59.77467895,58.12515743,58.5387646,61.49416047,64.97035744,112.8521572,109.2380295,108.0271141,112.7163233,111.682466,-64.35331133,-81.46179894,-64.46402079,-69.91066254,-76.18700893,177.2054685,190.6998284,172.4911349,182.6269858,187.869475
Firm 149,8.436272351,16.33253585,-27.04050277,20.59709365,21.32791719,21.83722529,22.30428989,8.829896007,10.85328605,12.88903927,17.90051373,23.72538836,11.89862314,13.25248106,16.25809656,0.7898736398,1.024977918,1.298466355,1.176591002,1.215454572,102.0343443,84.94294562,57.56035897,55.57609283,69.5573864,181.9057356,173.1536493,148.6758907,133.7273766,128.1081343,165.9323899,156.173349,141.5001857,124.8260815,116.61634,15.97334573,16.98030036,7.175705017,8.901295099,11.49179432
Firm 150,311.5017368,379.8239694,531.0170717,632.4775276,801.4711867,675.4401761,683.0023811,794.3016581,915.1787106,1145.875244,1082.799453,1074.859615,1092.406069,1293.89142,1596.328201,1.544723374,1.516418618,1.325220712,1.36232744,1.342376774,403.9201195,427.1716091,596.6342862,714.3280478,862.3167592,585.0676667,591.242203,177.6318065,457.3192341,-83.9975611,-401.3733859,-387.2590116,-818.415862,-677.5808255,-1521.334403,986.4410527,978.5012146,996.0476685,1134.90006,1437.336841
Firm 151,-1750.945505,7626.419094,7867.158206,9028.414622,8180.387573,1494.220577,1237.097548,1165.127109,1409.125498,1527.871049,2260.800597,2118.204339,1920.280753,2064.524503,2372.500735,1.457931524,1.64988429,1.588111542,1.411756994,1.49626747,7753.569963,8125.437485,8076.389011,9188.798036,8341.64325,63229.57536,56191.56759,66160.04108,77101.97013,82397.81254,60826.5343,53852.77206,64040.52957,74838.67853,79870.39562,2403.041065,2338.795523,2119.511513,2263.2916,2527.416916
Firm 152,13.03417574,6.342434897,6.487832274,1.748365652,-2.160089581,44.35721859,41.74374287,34.17739452,30.0419432,0.3045990297,91.51281345,72.34245761,72.35498475,50.29269913,3.214324769,1.987957894,1.669903796,2.039947942,1.61311936,10.1683578,16.81011049,13.70844172,9.578934548,3.479268666,-0.8222044502,180.5902345,129.4116827,130.0567778,97.49161321,4.074148638,89.07742103,57.06922513,57.70179304,47.19891448,0.859823868,91.51281345,72.34245761,72.35498475,50.29269873,3.214324769
Firm 153,0,0,0,0,57.58884596,0,0,0,0,30.71640744,0,0,0,0,57.48033954,0,0,0,0,1.803177524,0,0,0,0,109.4894928,0,0,0,0,191.5685767,0,0,0,0,134.0882372,0,0,0,0,57.48033953
Firm 154,171.9357256,195.3829533,166.6101367,0,0,91.32335042,95.86982888,95.32718559,0,0,156.1402514,124.521025,176.4339661,0,0,1.647489359,1.251556081,1.783425639,0,0,298.2977446,340.6235192,304.6540166,0,0,564.2945252,612.6698999,662.063886,0,0,408.1542738,488.1488749,485.6299199,0,0,156.1402514,124.521025,176.4339661,0,0
Firm 155,22.01945908,0,0,0,0,58.36238614,55.10574817,57.321259,54.52174169,54.88981046,180.0169614,183.1389905,192.1017724,192.6302723,184.1472745,2.972144822,3.20238463,3.229276493,3.404429913,3.232683186,38.82312932,0,0,0,0,356.7898147,344.0932943,343.7060868,328.0041274,321.081378,176.7728533,160.9543038,151.6043144,135.3738551,136.9341035,180.0169614,183.1389905,192.1017724,192.6302723,184.1472745
Firm 156,83.77863647,47.05941628,53.8825392,70.20493544,50.76148886,423.1570911,529.1020176,493.1162722,491.2105957,523.9538027,487.6595097,684.32992,711.1289062,873.6450954,846.2830346,1.110464437,1.246280187,1.389596074,1.713787208,1.556367732,178.1756718,77.01071603,73.38846812,71.61666276,52.08503118,8922.920129,6059.228488,5528.812665,5768.013079,5778.587805,8536.836473,5483.500062,4921.320778,5055.056795,5125.27605,386.0836559,575.728426,607.4918869,712.9562846,653.3117555
Firm 157,0,0,0,0,9.14441216,7.908835377,7.898796759,7.580257087,14.57902592,18.75980491,81.90271283,82.22551347,64.55627366,66.08644506,69.06584678,9.978731365,10.03079223,8.206237821,4.367907803,3.547517964,239.5330567,262.8657152,250.9481083,304.8962857,319.1330668,533.2714752,456.5981327,423.506731,494.9603389,499.5624161,451.3687624,374.3726193,358.9504573,428.8738939,430.4965693,81.90271283,82.22551347,64.55627366,66.08644506,69.06584678
Firm 158,585.0934331,723.8085474,751.7801195,186.6793308,508.5947622,225.6813398,257.9644066,319.5511705,231.1156815,222.5394405,336.2837404,399.4386532,351.1929279,351.8332998,367.3526179,1.435819337,1.492037992,1.058997486,1.466888513,1.590617394,631.1488876,790.2834457,830.8283121,804.0736399,810.3317348,1096.502763,1275.324704,1359.983028,1479.945558,1692.055963,873.0596924,828.8631513,1008.7901,1122.946203,1312.129674,223.4430705,446.4615524,351.1929279,356.9993553,379.9262888
Firm 159,26.55470307,22.64504613,21.5196979,20.16403145,18.71261953,58.5822958,62.25915931,67.80820912,64.61128205,59.91516486,131.7623363,128.538979,135.9469157,150.8042535,133.9866366,2.167277286,1.989395695,1.931864512,2.249027742,2.154836418,196.3834671,165.6755724,163.8241221,166.7205756,171.4906333,419.9403175,323.3718254,334.9768001,290.3796731,340.988533,288.1779812,194.8328464,199.0298843,139.5754197,207.0018964,131.7623363,128.538979,135.9469157,150.8042535,133.9866366
Firm 160,0,0.02244244951,0,0,0,0,3.471501477,0,0,0,0,5.413548097,0,0,0,0,1.502637508,0,0,0,0,0.02244244951,0,0,0,0,14.45896686,0,0,0,0,9.045418764,0,0,0,0,5.413548097,0,0,0
Firm 161,11.75687216,16.4982968,16.23263122,17.41913901,16.84298038,8.24284162,11.49855042,15.14810457,14.09705119,13.15286956,24.23017215,26.64850412,29.63564868,28.43313466,31.90451119,2.832494821,2.233157333,1.88514918,1.943506714,2.337336074,13.1245414,19.04017216,18.37480401,19.96017437,18.11404967,37.05372468,43.24405279,44.73290931,48.99198829,53.25465262,12.82355253,16.59554867,15.09726063,20.55885363,21.35014136,24.23017215,26.64850412,29.63564868,28.43313466,31.90451126
Firm 162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 163,0.5433775442,0.4733519677,0.4246069512,0.4191358562,0,0.4150413276,0.44201823,0.4036430491,0.3389622621,0,4.89794832,5.233970161,5.818651531,6.322253282,0,11.37136068,11.40986856,13.89039036,17.97256742,0,0.5433775442,0.4733519677,0.4246069512,0.4191358562,0,20.20104272,19.69107791,19.41818193,19.33194738,0,15.3030944,14.45710775,13.5995304,13.0096941,0,4.89794832,5.233970161,5.818651531,6.322253282,0
Firm 164,238.3701933,268.7385328,238.2048858,206.9343309,0,58.74175389,56.09303436,53.35711984,45.19964299,0,188.588747,196.8778062,188.9980038,178.596643,0,3.093559302,3.382029626,3.413142483,3.8073944,0,247.0689007,269.1530709,238.2048858,206.9343309,0,221.6307009,212.8009588,194.6881974,194.2001412,0,33.04195393,15.92315261,5.690193605,15.60349825,0,188.588747,196.8778062,188.9980038,178.596643,0
Firm 165,119.0707472,142.8298587,196.790823,269.7109324,293.9306788,75.31777083,84.98383805,113.9649565,118.7949679,130.4191422,193.2973269,204.9392852,186.8796197,189.0195008,190.7344822,2.472965004,2.323691431,1.580084063,1.53319766,1.409215643,202.916047,224.8359467,283.7407168,360.5141317,387.7533919,1199.598522,1316.640935,1421.189584,1869.021121,2172.640092,1006.301195,1111.701649,1234.309964,1680.00162,1981.90561,193.2973269,204.9392852,186.8796197,189.0195008,190.7344822
Firm 166,0,6.41864218,26.38143439,3.983785243,4.362310003,17.43208454,17.51204779,22.38363384,11.35327211,9.233552762,51.82379903,38.50495772,29.08164247,27.34281183,21.04583081,2.864636381,2.118699174,1.251923864,2.320661017,2.196275513,0,7.128989607,36.10513512,6.599794382,7.802534727,57.42127016,56.97346907,75.4587662,58.30368795,56.8739012,5.597471134,18.46851135,46.37712372,30.9608761,35.82807058,51.82379903,38.50495772,29.08164247,27.34281184,21.04583081
Firm 167,0,10.74203443,11.47435827,6.56682496,0,7.094642058,4.478625442,2.629189214,1.940165852,0,12.05989015,10.37050599,8.4052422,8.720997605,0,1.637956798,2.231232278,3.080476999,4.331286291,0,0,10.74203443,11.47435827,6.56682496,0,1579.138278,1193.463344,996.8122307,876.6590874,0,1567.078388,1183.092838,988.4069885,867.9380898,0,12.05989015,10.37050599,8.4052422,8.720997605,0
Firm 168,0,0,0,0,0,0.5135343841,0.4889533563,0.2468182789,0.2055133407,0.2940260959,2.79504691,2.68782121,2.620335833,2.572215422,2.502261748,5.244561153,5.296909161,10.22984884,12.06026634,8.200426483,0,0,0,0,0,2.932907836,2.760878221,2.652808903,2.590041726,2.518644343,0.1378609265,0.07305701171,0.03247306988,0.017826304,0.016382595,2.79504691,2.68782121,2.620335833,2.572215422,2.502261748
Firm 169,23.08823291,32.21749078,39.11541813,0,43.3272924,8.004508411,8.41062448,10.1552858,0,13.00000106,26.19303541,28.75551091,26.04379447,28.26052087,28.75340074,3.153121783,3.294446243,2.471164686,0,2.131254972,23.50546478,32.61159664,39.49118215,0,43.66671611,133.3603634,159.5132289,176.3161499,200.2279658,235.3559144,107.167328,130.757718,150.2723554,171.9674449,206.6025137,26.19303541,28.75551091,26.04379447,28.26052087,28.75340074
